review_text,review_score,filtered_review_text,flan-t5-xl-prefix-1
"Dear Bohemia,  Instead of releasing more islands and single player garbage no one cares about, how about you guys do something about the game's atrociously bad framerate?   This game is very heavily CPU dependent (doesn't really tax your graphics card at all) and yet I still get lousy framerates with an overclocked i7.",-1,dear bohemia instead releasing islands single player garbage one cares guys something games atrociously bad framerate game heavily cpu dependent doesnt really tax graphics card yet still get lousy framerates overclocked,"is a shithole, and I'm not even joking. I've been playing it for a few months now, and I've been unable to play it for more than a few minutes at a time. I've tried to play it on my PC"
"Bought this game on-sale hoping for some kind of fun B-movie experience. Unfortunately, the controls are shoddy and the graphics are confusing.",-1,bought game onsale hoping kind fun bmovie experience unfortunately controls shoddy graphics confusing,"I'm not sure what the point of this game is, but I'm not sure I'll be buying it again."
"i feel like the story is good, but offset by the ridiculous amount of curses that just kinda ruins it for me for some reason",-1,feel like story good offset ridiculous amount curses kinda ruins reason,"i feel like the story is good, but offset by the ridiculous amount of curses that just kinda ruins it for me for some reason"
Even if you get past the GFWL crap the game is so poorly optimized that I get 10-20 fps constantly no matter what the settings are when I can get 40-50 fps on Fallout New Vegas on medium.,-1,even get past gfwl crap game poorly optimized get fps constantly matter settings get fps fallout new vegas medium,I'm not a big fan of the game. I've played it a few times and it's just not that good. I've played it a few times and it's just not that good. I've played it a few times and it's just not
It's a good concept that was poorly put into play. Worms Revolution is terrible on PC  It's a fun game if you have the patience but otherwise leave it be. This game just doesn't believe in the use of the mouse,-1,good concept poorly put play worms revolution terrible pc fun game patience otherwise leave game doesnt believe use mouse,"Worms Revolution is a sloppy, sloppy, sloppy, sloppy, sloppy, sloppy, sloppy, sloppy, sloppy, sloppy, sloppy, sloppy, sloppy, sloppy,"
cant play on my windows pc,-1,cant play windows pc,Cant play on my windows pc
"Tried to play this game after a year hiatus, looks like my unnessary DRM EA account has been hacked, funny how its the only one of my many many online accounts that has been hacked. Go to support, they will only resolve over the phone 9am - 9pm. Yeah ok.. how about I just don't buy EA games from now on, as EA seems to want me to give up playing this thing anyway.   Pirates don't have this problem.",-1,tried play game year hiatus looks like unnessary drm ea account hacked funny one many many online accounts hacked go support resolve phone pm yeah ok dont buy ea games ea seems want give playing thing anyway pirates dont problem,hacked account
singleplayer was ok but multiplayer was hard as hell (immpossible). the arma games get worse each release. if u want a good arma game play arma gold edition.,-1,singleplayer ok multiplayer hard hell immpossible arma games get worse release u want good arma game play arma gold edition,i think i will not buy this game.
"Worse Tribes game in existance, HiRez needs ♥♥♥ cancer",-1,worse tribes game existance hirez needs cancer,
"Well, After the game crashing the first few times and having to install some software to prevent that, I just discovered I wasted an hour of my life I'm never getting back.  This game is HORRIBLE!  I can almost accept the outdated graphics and the odd controls, but the voice acting is painful and the story is garbage! I wish I purchased this retail so I could take it back and throw the box in the sales person's face. WHY DO YOU SELL THIS ♥♥♥♥!?  Avoid, avoid, avoid!",-1,well game crashing first times install software prevent discovered wasted hour life im never getting back game horrible almost accept outdated graphics odd controls voice acting painful story garbage wish purchased retail could take back throw box sales persons face sell avoid avoid avoid,a waste of time.
this is a game that i played,-1,game played,this is a game that i played
"Waste of time. On regular difficulty even if you sneak near a soldier and shoot him 3 times in the head from ~2-5 meters with NATO ammo, the guy will still turn around and shoot you. Even if you can almost see the sweats on his forehead, you -a NATO trained soldier with thousands of hours of training- can't kill anything from a 2m distance. Great simulation! Wait until this garbage costs about 10 euros, then it will be worth the effort.  On the plus side: the maps are huge! Too bad there are no birds and insects to see, at least that would be meaningful.  ",-1,waste time regular difficulty even sneak near soldier shoot times head meters nato ammo guy still turn around shoot even almost see sweats forehead nato trained soldier thousands hours training cant kill anything distance great simulation wait garbage costs euros worth effort plus side maps huge bad birds insects see least would meaningful,"- if you're a sniper, you'll be able to sneak around and shoot the guy in the head 3 times. - if you're a soldier, you'll be able to sneak around and shoot the guy in the head 3 times."
"I killed a few mindless dinos while some Australian man yelled at me. Also, the gunshot sounds didn't sync with the animation. Would not play again.",-1,killed mindless dinos australian man yelled also gunshot sounds didnt sync animation would play,I'm not sure what the point of this game is.
Sucks BALLS PAY 2 WIN NUFF SAID IjjI was the best company this game used to be good,-1,sucks balls pay win nuff said ijji best company game used good,ijjI was the best company this game used to be good
Make the god damn game cheaper gaben. I cant wait any longer for the steam summer sale 2015,-1,make god damn game cheaper gaben cant wait longer steam summer sale,I cant wait any longer for the steam summer sale 2015
"This is a good game, but i advise against getting it on PC, It is poorly ported; gameplay clunky, driving is an awful experience and generally not orth the 5 euro i payed for it on sale. 4/10",-1,good game advise getting pc poorly ported gameplay clunky driving awful experience generally orth euro payed sale,"I'm not a big fan of racing games, but this one is a good one. The graphics are good, the controls are good, the music is good, the story is good, the controls are good, the music is good, the story is good, the controls are good, the music"
"If you can get around all the GFWL, Social Club, and DRM ♥♥♥♥♥♥♥t, then you still have a PC port that runs like garbage even on capable systems. 10/10. GG Rockstar.",-1,get around gfwl social club drm still pc port runs like garbage even capable systems gg rockstar,0/10
"it's a good game, but for whatever reason, i could never really get into it.",-1,good game whatever reason could never really get,"i'm not sure why, but i just couldn't get into it."
"PROS  - Great game , great graphics , great commands gameplay , visual , effects , etc. - Thousands of weapons and customization. - Open world.  Cons - Too many bug's. - Not much coop's servers. - Can not create a server to play with friends. - A lot of mods requireds to play workshop maps, survivals, epoch etc. - Too much time spent on forums and websites trying to fix problems , bugs ,errors, etc. - Things could be more easily to do , mods could be more dinamyc and intuitive to dl.  On overalll i would not recommend this game for casual players , or people who just want fast play . This game will take your time , just to play with friends. You will put too much efforts trying to resolve errors and problems at first, then you will slowly get tired and will just join public servers. Doing that you will loose the most cool part of this game, that is playng coop's maps with friends, making plans to flank enemies , doing missions , etc &amp; etc .  I wanted a war , and all i could play was some boring survival openworld, that i dont like , where you just shoot people , i can do that on others games. Really sad i could not play coop war missions , and dont know what to do.    ",-1,pros great game great graphics great commands gameplay visual effects etc thousands weapons customization open world cons many bugs much coops servers create server play friends lot mods requireds play workshop maps survivals epoch etc much time spent forums websites trying fix problems bugs errors etc things could easily mods could dinamyc intuitive dl overalll would recommend game casual players people want fast play game take time play friends put much efforts trying resolve errors problems first slowly get tired join public servers loose cool part game playng coops maps friends making plans flank enemies missions etc amp etc wanted war could play boring survival openworld dont like shoot people others games really sad could play coop war missions dont know,"- The game is not very good, but it is a great game, and it is a great game, and it is a great game, and it is a great game, and it is a great game, and it is a great game"
"Legendary is a legendary pile of garbage.   First off, let me say that the video on the store page trying to depict this game as some sort of carfullky nurtured game with developers that are passionate about how 'epic' this game looks is a complete lie. This game is a march past setpiece after setpiece not unlike COD in its complete lack of choice in game design. The game has you walking down linear hallways around 90% of the game, which can be fine for a game, but when I am in a large open area and the places that I can walk are defined by wrecked cars, it is obvious the game developers are fairly bad level designers.  The combat design is just about as abysmal as the level design, being monotonous and boring solely because of the lack of content in this area. There are really ony a few enemies for the first 3 hours of the game, some being monsters and some being human. There is also a complete lack of imagination in the weapon choice, leaving battles to never feel unique or even necessary. The monster enemies drop energy that you can absorb in order to execute powers like healing and pushing enemies back just like in Bioshock, which seems like a neat mechanic, but it basically boils down to an extra health bar or in a situation were you need to 'Charge something up' the way to advance the mission. One of the biggest issues is that the human enemies do somewhat unavoidable hitscan damage that can drain your healthbar quickly, but then they do not yield any energy to restore your health when they die. This forces these parts of the game to be a grind of memorizing where all the enemies are hiding behind cover and making sure you are not shot.  I could forgive most of these complaint and just leave it under 'The budget was too small' or some other likely excuse, but the game has a nasty habit of just plain wasting your time. I like to call these AGOs, or Artificial Game Lengtheners. It's things that are put in to games like Legendary in order to make up for the lack of actual gameplay time and pad out the game length. Some of the feature AGOs in Legendary include: doors that take 10 seconds to open popping up very often in a level, breaking platform making you fall to a lower place to do a section of platforming again, and long enemy gauntlets while you are waiting for one of you allies to 'fix' the device of the moment a la Half-Life 2. Overall, it gives the game an air of unfinishedness, knowing these things were probably added to make the pitifully short game just a bit longer.   Overall, this game is just an unispired mess. It riffs of so many other games that you wonder if the developers had an original thought in mind for the whole game. It tries to be Bioshock, Half-Life 2, Crysis 2, and Fear all at once and doesn't understand that many of the gameplay elements in each of these games were used to accomplish a certain purpose: a purpose that is lacking in Legendary. Don't buy this game unless you want to study what NOT to do in a shooter, because this isn't fun in any sense of the word.   ",-1,legendary legendary pile garbage first let say video store page trying depict game sort carfullky nurtured game developers passionate epic game looks complete lie game march past setpiece setpiece unlike cod complete lack choice game design game walking linear hallways around game fine game large open area places walk defined wrecked cars obvious game developers fairly bad level designers combat design abysmal level design monotonous boring solely lack content area really ony enemies first hours game monsters human also complete lack imagination weapon choice leaving battles never feel unique even necessary monster enemies drop energy absorb order execute powers like healing pushing enemies back like bioshock seems like neat mechanic basically boils extra health bar situation need charge something way advance mission one biggest issues human enemies somewhat unavoidable hitscan damage drain healthbar quickly yield energy restore health die forces parts game grind memorizing enemies hiding behind cover making sure shot could forgive complaint leave budget small likely excuse game nasty habit plain wasting time like call agos artificial game lengtheners things put games like legendary order make lack actual gameplay time pad game length feature agos legendary include doors take seconds open popping often level breaking platform making fall lower place section platforming long enemy gauntlets waiting one allies fix device moment la halflife overall gives game air unfinishedness knowing things probably added make pitifully short game bit longer overall game unispired mess riffs many games wonder developers original thought mind whole game tries bioshock halflife crysis fear doesnt understand many gameplay elements games used accomplish certain purpose purpose lacking legendary dont buy game unless want study shooter isnt fun sense word,I've never heard of is a shambles. The game is a shambles. It's a shambles because it's a shambles because it's a shambles because it's
"If you have played the other Flatout games, you probarbly think they are awesome, just like me. But when it comes to Flatout 3, its absolutly rubbish.  I've not played this for a such a long time because it's so much worse then Flatout 2, wich i totally recommend buying if your intressed in any Flatout game. ",-1,played flatout games probarbly think awesome like comes flatout absolutly rubbish ive played long time much worse flatout wich totally recommend buying intressed flatout game,"Flatout 3 yet, but I've heard it's a great game. I've played the first two games and I loved them. I've played the third game and I've played it a few times. I've played it on the Xbox 360 and I've played"
"I had thousands of hours on browser version, this game is pretty much dead nowdays.",-1,thousands hours browser version game pretty much dead nowdays,"I had thousands of hours on browser version, this game is pretty much dead nowdays."
"I love this game, but the company behind it sucks. I'm really dissapointed at 2K games, they really don't care about their users.   I had a good experience with this game first, but then i bought the expansion and the expansion is horribly slow. I checked their forums, there are a lot of complains about it, no answer from 2K games...  Also, I bought the android version of this game. Good game. Then decided to buy the expansion in android to see if at least in android is not slow. So, I had to uninstall the Enemy Unknown first to make space, only to find out later that I cannot install it again since they deleted their playstore record to force you to buy the new version...   Bottom line? 2K do not care about giving a good gaming experience, they only care about your money.  Why am I posting this here? Because 2K games dont deserve good reviews anymore. At least not from me.",-1,love game company behind sucks im really dissapointed k games really dont care users good experience game first bought expansion expansion horribly slow checked forums lot complains answer k games also bought android version game good game decided buy expansion android see least android slow uninstall enemy unknown first make space find later cannot install since deleted playstore record force buy new version bottom line k care giving good gaming experience care money posting k games dont deserve good reviews anymore least,"a great time playing this game, but the company behind it sucks. I'm really dissapointed at 2K games, they really don't care about their users. I had a great time playing this game, but the company behind it sucks."
"HOW?!?!?? Its so bad, get craft the world",-1,bad get craft world,i cant believe i have to go to work tomorrow
"Pros: Arcade style FPS Fun at times, good headshot mechanics and gameplay is intense  Cons: Nothing but pay-to-win Purchased items don't even stay in your inventory Graphics look pre-2005  Pros++: Thank you for the TF2 knife.",-1,pros arcade style fps fun times good headshot mechanics gameplay intense cons nothing paytowin purchased items dont even stay inventory graphics look pre pros thank tf knife,"- Graphics are a bit pixelated, but the game is fun. - The game is fun, but the graphics are a bit pixelated, but the game is fun."
"Game development in Russia in a nutshell 10/10 would 'Searching for problem solutions in Microsoft datacenter, please wait' again",-1,game development russia nutshell would searching problem solutions microsoft datacenter please wait,"'Searching for problem solutions in Microsoft datacenter, please wait' again"
"on the pc, it has extreamly clunky controls making it hard to play",-1,pc extreamly clunky controls making hard play,i'm not a big fan of the pc version
HELP ME FIX THIS!!!!!!!!!! U CANT OPEN DONT WASTE UR MONEY ON THIS.,-1,help fix u cant open dont waste ur money,HELP ME FIX THIS!!!!!!!!!! U CANT OPEN DONT WASTE UR MONEY ON THIS.
"Locked at 60 fps. Unlocking the FPS makes time speed up, pretty much ruining the experience. I'm pretty ♥♥♥♥♥♥.",-1,locked fps unlocking fps makes time speed pretty much ruining experience im pretty,i'm gonna go to bed now.
"i have zero FUGGIN love for my arm, because its capable of disgusting murder tactics, 2nd hated body part is my other arm because it jerks off p(im having a revelation in my life now ill blog about it later but lets just say its a good day)  this game allows me to see myself as an enhanced menace to society and I find it obtuse and overly offensive. neuter me with chop sticks before i have a chance to spread my poison.",-1,zero fuggin love arm capable disgusting murder tactics nd hated body part arm jerks pim revelation life ill blog later lets say good day game allows see enhanced menace society find obtuse overly offensive neuter chop sticks chance spread poison,)
"Runs at 20 fps in an empty room, requires a third party piece of software for cont support. Absolute crap port of a free game.  Dont waste your money.",-1,runs fps empty room requires third party piece software cont support absolute crap port free game dont waste money,"I'm not sure what the point of this review is, but I'm not going to waste my time on this."
"Lots of fun, but uses Flash.  Flash gives lots problems (and it probably does even if you are not aware of them), so I STROGLY recommend getting the Rebirth version once it's available.   It'll be more fun than the original, without any of the Flash shenanigans.",-1,lots fun uses flash flash gives lots problems probably even aware strogly recommend getting rebirth version available itll fun original without flash shenanigans,s out.
"Played 4 years ago got to lvl 13, lame gamplay.",-1,played years ago got lvl lame gamplay,I'm not a fan of this game.
Hackers everywhere ค(TㅅT)ค,-1,hackers everywhere tt,
Slow and clunky game. Got stuck on walls alot because of bad level design. Game is also very reapeative since you just kill waves and then go to the store. 'hip effing horray..',-1,slow clunky game got stuck walls alot bad level design game also reapeative since kill waves go store hip effing horray,'
arma 2 is infinitely better than this 'game',-1,arma infinitely better game,i'm not a fan of arma 2 but i'm a fan of arma 3
"I hate space marines, therefore this and chaos rising is a huge disapointment for me.   C'mon man 'Chaos rising' and you can't play chaos?",-1,hate space marines therefore chaos rising huge disapointment cmon man chaos rising cant play chaos,"I hate space marines, therefore this and chaos rising is a huge disapointment for me."
"Clearly a bad port for pc, if you have more than 2gb of vram the game will lag... It is a good game though on consoles, but unplayable on pc and it is butt ugly.",-1,clearly bad port pc gb vram game lag good game though consoles unplayable pc butt ugly,i can't play it on pc.
 This is a great title,-1,great title,This is a great title
"I'm not sure how to feel....  It's a fun game It's not Prince of Persia  It doesn't play like PoP, look like PoP or feel like a PoP game at all. It shouldn't be labelled Prince of Persia - but if it wasn't I probs wouldn't have bought it  Well played ubi you win my $20",-1,im sure feel fun game prince persia doesnt play like pop look like pop feel like pop game shouldnt labelled prince persia wasnt probs wouldnt bought well played ubi win,PoP
Thank You RockTrash I wont buy any more of your trash again.,-1,thank rocktrash wont buy trash,"I'm a fan of the band, but I'm not a fan of the band."
Would have done better calling itself call of duty  -2/42 soup filled beards,-1,would done better calling call duty soup filled beards,- 2/42 soup filled beards
Nope.Nope.Nope.Nope.Nope.Nope.Nope.,-1,nopenopenopenopenopenopenope,Nope. Nope. Nope. Nope. Nope. Nope. Nope. Nope. Nope. Nope. Nope. Nope. Nope. Nope. Nope. Nope. Nope. Nope. Nope. Nope. Nope.
the music is super annoying  game doesn't even try to hide the fact that it's pay-to-win  worst 10 minutes of my entire life,-1,music super annoying game doesnt even try hide fact paytowin worst minutes entire life,"i'm not sure if it's the music or the fact that it's pay-to-win, but it's a very bad game."
"Starts out fun, and seems quite promising. However quickly becomes tedious and boring, making it difficult to find reasons to continue playing. Combat is overly flashy, and has very little substance to it.",-1,starts fun seems quite promising however quickly becomes tedious boring making difficult find reasons continue playing combat overly flashy little substance,"Despite the fact that the game is a bit slow, it is still fun to play."
"pleased as punch with this gr8 game, i wish i got to play it since the cursor can't reach the right side of the screen.",-1,pleased punch gr game wish got play since cursor cant reach right side screen,i wish i got to play it since the cursor can't reach the right side of the screen.
There are lots of hackers in every pvp area.  Don't try to speak to GM about it. They won't listen.  Maybe playable PvE-Only but gets repetitive and unrewarding very soon.  Abandon it and wait for a private-server.,-1,lots hackers every pvp area dont try speak gm wont listen maybe playable pveonly gets repetitive unrewarding soon abandon wait privateserver,a bit boring
A well put together game it needs a more interesting story.,-1,well put together game needs interesting story,"A good game, but it's not worth the price."
dont get this game it bugs and deletes all your worlds and characters erasing all your porgress puting you into anger and depression when your pretty uch about to 100% it by beating every boss.,-1,dont get game bugs deletes worlds characters erasing porgress puting anger depression pretty uch beating every boss,world and character
"  To be honest, for a five hours to complete game its not that bad for a 2$ game, or 50 cents if you get this on sale.  Unfortunately, the description is kind of a lie.  I was not thinking at all about Yoshi's Island while playing this, granted there might be some similarities due to it being a 2D platformer, and the fact that you have to go through all the levels of the game. The reason is because yoshi's Island was at best a platformer to anything else, and was loved by gamers because of its classic artstyle and the challenge that was always looming around.  Also, there were boss stages, which unlike in this game, where while it seemed to have built up to a boss it actually wasn't, and it just add more to how there is a lack of any tension to your journey. Really you're just strolling about and at best nobody would ever need to even check a walkthrough because the game is too simple with how you collect items, as secrets are pretty obvious.  That being said I'll give to the devs credit that the physics are definetly impressive and at times I was genuinely impressed with the possiblities they made with them. Sadly, the said potential is kind of locked for the current stage, and the mechanics are different for each of the four stages, basically giving you something new to work with only to be quickly abandoned. It's quite pointless if you ask me.  As for the 'hardcore', the only part that was a challenge was the last stage, only because there are no checkpoints where it feels like there should be, and I'm pretty sure its where you'd probably quit the game by that point, especially since up to this point the game was fair enough in its challenge, only to bombard you with tiny careful jumps along with deadly fall right at the end.  In addition, the only other difficult part is that sometimes puzzles become unbeatable because you might end up accidently throwing the blocks you essentialy need out of your reach, which I feel like they haven't thought it through, and it shows.  That being said, the story is not entirely bad (but sure as heck disappointing) and the graphics are fairly decent for an indie game...Too bad the game already crashed to me once (I think) and at some points did in fact got some major lag for such a minium req. game, and my PC isn't even high-end at best but can still run much bigger games which is why I assume the lag is on the dev's end, plus whenever a certain enemy explodes it seems to almost tear space and time as it glitches into black boxes everywhere...  But hey, if you want to waste 5 hours and dont mind wasting less than a dollar on sale go for it, although if you want to at least seem like you have a decent library of games on your steam account, then you should probably skip this, it's not really worth it.  On a quick note I checked one of the dev's blog. If you absolutely hate clifhangers then yeah stay away from this game. These guys ain't making a sequel, and sure as heck don't deserve any positive review just for that.",-1,honest five hours complete game bad game cents get sale unfortunately description kind lie thinking yoshis island playing granted might similarities due platformer fact go levels game reason yoshis island best platformer anything else loved gamers classic artstyle challenge always looming around also boss stages unlike game seemed built boss actually wasnt add lack tension journey really youre strolling best nobody would ever need even check walkthrough game simple collect items secrets pretty obvious said ill give devs credit physics definetly impressive times genuinely impressed possiblities made sadly said potential kind locked current stage mechanics different four stages basically giving something new work quickly abandoned quite pointless ask hardcore part challenge last stage checkpoints feels like im pretty sure youd probably quit game point especially since point game fair enough challenge bombard tiny careful jumps along deadly fall right end addition difficult part sometimes puzzles become unbeatable might end accidently throwing blocks essentialy need reach feel like havent thought shows said story entirely bad sure heck disappointing graphics fairly decent indie gametoo bad game already crashed think points fact got major lag minium req game pc isnt even highend best still run much bigger games assume lag devs end plus whenever certain enemy explodes seems almost tear space time glitches black boxes everywhere hey want waste hours dont mind wasting less dollar sale go although want least seem like decent library games steam account probably skip really worth quick note checked one devs blog absolutely hate clifhangers yeah stay away game guys aint making sequel sure heck dont deserve positive review,"a shambles. The game is a bit slow, and the graphics are a bit shaky. The story is a bit cheesy, and the ending is a bit cheesy."
"'Not a valid win32 application'.  I am on Mac OSX, why is it running in win32 mode??? or actually, why did steam even let me purchase a win32 app while I am on my OSX system???   I haven't had a running windows system since 2014 and this is july 2015. I switched all my systems over to ubuntu server and mac osx... I will definitely not recommend this game to anyone even if they had a win32 system.",-1,valid win application mac osx running win mode actually steam even let purchase win app osx system havent running windows system since july switched systems ubuntu server mac osx definitely recommend game anyone even win system,i am on mac osx
This is quite possibly the worst game ever made. Not even ironically enjoyable in any capacity.   A blight on humanity.,-1,quite possibly worst game ever made even ironically enjoyable capacity blight humanity,A blight on humanity.
  boring and annoying game and i would recommend it if it was free,-1,boring annoying game would recommend free,i would recommend this game if it was free
The game is ok But they got too much hackers!,-1,game ok got much hackers,"I'm not a big fan of the game, but I'm not a big fan of the hackers either."
get killed by my own sword then all my items despawned GG,-1,get killed sword items despawned gg,i was a slayer and i was a slayer i was a slayer i was a slayer i was a slayer i was a slayer i was a slayer i was a
"I really wanted to get through this game, I really did. The story had enough mystery about it to keep me interested but the combat is just awful. Ammo is relativly scarce for a good while and every single enemy you have to hit with a continuous from your flashlight to break their shield before you can do any damage to them. I didn't get that far but from what I saw there are two enemies. First is the weak one that takes three rounds to kill. They run at you and chuck objects. Then there are larger guys that walk slower and take six shots to kill. If it were all the latter the game would be more enjoyable but they send the small enemies en masse and every time you get hit your flashlight goes off target and just as you regain balance, here comes more garbage flying at you. The enemies are position activated so there is no sneaking past either. I turned around to see the entire chapter coming at me. The camera positioning is a bit off too and when you 'boost' your flashlight, targets and backround become kind of indistinguishable. Really unfortunate because there were some very nice visual elements as well, but the combat was to frustrating to be enjoyable.",-1,really wanted get game really story enough mystery keep interested combat awful ammo relativly scarce good every single enemy hit continuous flashlight break shield damage didnt get far saw two enemies first weak one takes three rounds kill run chuck objects larger guys walk slower take six shots kill latter game would enjoyable send small enemies en masse every time get hit flashlight goes target regain balance comes garbage flying enemies position activated sneaking past either turned around see entire chapter coming camera positioning bit boost flashlight targets backround become kind indistinguishable really unfortunate nice visual elements well combat frustrating enjoyable,"game, and the enemies are just too hard to kill. The story is a bit slow, but the game is fun to play."
"The idea of the game is excellent. But It's unplayable!!! At least on my Gentoo Linux. Crashes after 5-10 minutes. I'm very disappointed.  I wonder how's about the rest of the CA games. I thought of bying more strategies of the line, but now I'm sure I won't, at least in near future.",-1,idea game excellent unplayable least gentoo linux crashes minutes im disappointed wonder hows rest ca games thought bying strategies line im sure wont least near future,'s a game that crashes after 5-10 minutes.
get achivement get sick tf2 knive and then abandon it,-1,get achivement get sick tf knive abandon,tf2 knive and then abandon it
"As I remember playing some kind of airline business sim back in what I believe were the Sega Genesis days, I thought that this may have been some kind of a sequel, or at least something in the same vein. I was wrong.  I usually list off the pros and cons and give a brief description of the game when I review one, however, with this game it is not neccessary. This is a bad game. I can't think of a single redeeming quality and the entire game is on the 'con' side of the list. If you insist on giving this game a chance, at least buy it when it's on a sale that hacks a massive chunk off of the asking price.  You have been warned.",-1,remember playing kind airline business sim back believe sega genesis days thought may kind sequel least something vein wrong usually list pros cons give brief description game review one however game neccessary bad game cant think single redeeming quality entire game con side list insist giving game chance least buy sale hacks massive chunk asking price warned,"the same vein. However, the game is a bit too slick and slickly designed for my tastes. The graphics are a bit dated, and the game is a bit too slick and slickly designed for my tastes."
"I loved this game on PS3. Finally bought a pretty awesome PC rig a while ago. I now hate this ♥♥♥♥ing game. It plays like ♥♥♥♥, GFWL is an utter nuisance. Just... ♥♥♥♥. Don't buy it unless you like hand-me-down underwear from your elder siblings. ",-1,loved game ps finally bought pretty awesome pc rig ago hate ing game plays like gfwl utter nuisance dont buy unless like handmedown underwear elder siblings,ing game.
"Fun idea, terrible implementation. Awful physics, crap AI.",-1,fun idea terrible implementation awful physics crap ai,... a mediocre game that is a bit too long for its own good.
This is a great game to play when you feel like putting a gun to your head and pulling the trigger. Very nice. :^ ),-1,great game play feel like putting gun head pulling trigger nice,I'm a big fan of the game.
"Game starts with system language as game language by default, and there's no way of changing that, other than renaming the folder in the game directory. Controls are dumb. Aim assist is on by default, reticules fail to provide a simple solution for the problem, which would be just 'aim in the direction of the mouse cursor'. Secrets consist of dumb 'lol useless box internet meme' crap, and the blood effects are not satisfying at all. Sound quality of the voice snippets is questionable as well.  I may have played further if these obvious problems didn't exist, but I don't see why I should waste my time with it.",-1,game starts system language game language default theres way changing renaming folder game directory controls dumb aim assist default reticules fail provide simple solution problem would aim direction mouse cursor secrets consist dumb lol useless box internet meme crap blood effects satisfying sound quality voice snippets questionable well may played obvious problems didnt exist dont see waste time,a joke. The controls are a joke. The aim assist is a joke. The controls are a joke.
"This game is ♥♥♥♥. I keep trying to enjoy Bohemia Interactive's war simulators. I've a couple of operation flashpoint games, and arma 2, played arma 3 over the steam free weekend.   When the game isn't glitching the ♥♥♥♥ out, the pro-sniper AI will shoot you in the head from 300+ yards in 2 seconds (all while your scope is swaying around like a drunk man because *realism*) I'm so glad I got to preview this game for free because damn it's infuriating and sucks.   BI and ARMA fanboys go on and on about how big the maps are, and how realistic the simulation is, but as a single player game this thing sucks major c&amp;*k. Go read the mission reviews and help for 'tipping point'. This ♥♥♥♥♥♥♥t ending to the 1st stage of the campaign made my decision real quick on wating to buy it.... I finally said '♥♥♥♥ my squad' and left them to die while I went to the mission end by swimming on my 20th quickload (because of robot snipers again). When I got to the boats at the end the mission was bugged out and I couldn't get into them :/  I wish people would just stop buying BI's junk. They improved the graphics here, but the same ♥♥♥♥♥♥♥♥♥ AI and buggy interface still exists.",-1,game keep trying enjoy bohemia interactives war simulators ive couple operation flashpoint games arma played arma steam free weekend game isnt glitching prosniper ai shoot head yards seconds scope swaying around like drunk man realism im glad got preview game free damn infuriating sucks bi arma fanboys go big maps realistic simulation single player game thing sucks major campk go read mission reviews help tipping point ending st stage campaign made decision real quick wating buy finally said squad left die went mission end swimming th quickload robot snipers got boats end mission bugged couldnt get wish people would stop buying bis junk improved graphics ai buggy interface still exists,"a year ago, and i've been playing arma 4 for a few months now. I've been playing arma 4 for a few months now, and i've been playing arma 4 for a few months now. I've been playing arma 4 for"
"Extreme low FPS on lowest graphic settings, graphics can't follow up voices and sound.  It has optimization issues.",-1,extreme low fps lowest graphic settings graphics cant follow voices sound optimization issues,"Keeps only sentimental words: Extremely low FPS on lowest graphic settings, graphics can't follow up voices and sound. It has optimization issues."
"I swear, this game used to have working sound and didnt glitch all the time. At level 2, all my sound quit and refuses to come back.",-1,swear game used working sound didnt glitch time level sound quit refuses come back,"I'm not sure if it's a bug or a feature, but it's a bug."
"I received this off humble bundle. It's a very interesting game.   Basically, the game simulates you falling off a building, and you have to make it to your target without hitting other parts of the building. To be honest, I found the game quite offensive due to the nature of falling out of buildings. I felt really scared once I jumped off and I thought it was real for a second.   I don't recommend this game if you have vertigo, which I have.   I rate it 9 out of 11.",-1,received humble bundle interesting game basically game simulates falling building make target without hitting parts building honest found game quite offensive due nature falling buildings felt really scared jumped thought real second dont recommend game vertigo rate,"buildings. The game is very fun, and the controls are very responsive."
Not at all what you'd expect. Extreme amounts of crashes.,-1,youd expect extreme amounts crashes,Extreme amounts of crashes.
"This ♥♥♥♥ing game. I played alot of Arma 2, loved it, almost everything about it, bar 1 thing. Stairs. The bane of my life. I had hopes that stairs wouldn't be my biggest killer in Arma 3, sadly, they are. I mean how ♥♥♥♥ing hard is it to make a game where stairs don't glitch you into walls and instantly wipe you out? I'll recommend this game when I can walk down a flight of stairs without worrying about getting sucked into the wall. Good ♥♥♥♥ing day sir.",-1,ing game played alot arma loved almost everything bar thing stairs bane life hopes stairs wouldnt biggest killer arma sadly mean ing hard make game stairs dont glitch walls instantly wipe ill recommend game walk flight stairs without worrying getting sucked wall good ing day sir,"Arma 3 would be a better game, but it isn't."
Some of the worst designed gameplay I've ever experienced. So bad its insulting.,-1,worst designed gameplay ive ever experienced bad insulting,"I'm not sure what the point of this game is, but it's a waste of time."
i want a refund plz i dont like it because i dont work while using wineskin :(,-1,want refund plz dont like dont work using wineskin,i want a refund plz i dont like it because i dont work while using wineskin :(
